0.000000,0.106624
9.970000,0.105975
19.940000,0.105830
29.910000,0.106544
39.880000,0.106060
49.850000,0.106092
59.820000,0.106459
69.790000,0.105973
79.760000,0.106407
89.730000,0.106251
99.700000,0.106173
109.670000,0.106556
119.640000,0.106166
129.610000,0.106252
139.580000,0.106610
149.550000,0.106787
159.520000,0.105950
169.490000,0.106266
179.460000,0.107023
189.430000,0.106140
199.400000,0.106463
209.370000,0.106535
219.340000,0.106126
229.310000,0.106524
239.280000,0.106319
249.250000,0.106400
259.220000,0.106411
269.190000,0.106171
279.160000,0.106097
289.130000,0.106522
299.100000,0.106196
309.070000,0.105747
319.040000,0.106771
329.010000,0.106332
338.980000,0.105665
348.950000,0.106204
358.920000,0.106128
368.890000,0.106128
378.860000,0.106158
388.830000,0.106158
398.800000,0.106089
408.770000,0.106039
418.740000,0.106296
428.710000,0.106063
438.680000,0.106467
448.650000,0.105936
458.620000,0.106018
468.590000,0.107014
478.560000,0.105889
488.530000,0.105983
498.500000,0.106681
508.470000,0.106224
518.440000,0.106062
528.410000,0.106317
538.380000,0.106354
548.350000,0.106137
558.320000,0.106448
568.290000,0.106082
578.260000,0.106168
588.230000,0.106411
598.200000,0.105955
608.170000,0.106480
618.140000,0.106337
628.110000,0.105620
638.080000,0.105987
648.050000,0.106647
658.020000,0.105913
667.990000,0.105713
677.960000,0.106288
687.930000,0.105840
697.900000,0.105595
707.870000,0.106194
717.840000,0.105787
727.810000,0.105932
737.780000,0.106123
747.750000,0.105547
757.720000,0.105954
767.690000,0.105740
777.660000,0.105377
787.630000,0.106267
797.600000,0.105908
807.570000,0.105238
817.540000,0.105517
827.510000,0.106071
837.480000,0.105389
847.450000,0.105398
857.420000,0.105840
867.390000,0.105431
877.360000,0.105499
887.330000,0.105723
897.300000,0.105392
907.270000,0.105690
917.240000,0.105471
927.210000,0.105433
937.180000,0.105739
947.150000,0.105404
957.120000,0.105104
967.090000,0.105852
977.060000,0.105741
987.030000,0.104837
997.000000,0.105544
1006.970000,0.105630
1016.940000,0.105149
1026.910000,0.105634
1036.880000,0.105303
1046.850000,0.105366
1056.820000,0.105377
1066.790000,0.105286
1076.760000,0.105430
1086.730000,0.105281
1096.700000,0.105235
1106.670000,0.104973
1116.640000,0.105556
1126.610000,0.104926
1136.580000,0.104471
1146.550000,0.105622
1156.520000,0.104938
1166.490000,0.104556
1176.460000,0.104943
1186.430000,0.104570
1196.400000,0.104798
1206.370000,0.104856
1216.340000,0.104732
1226.310000,0.104647
1236.280000,0.104690
1246.250000,0.104478
1256.220000,0.104628
1266.190000,0.104918
1276.160000,0.104158
1286.130000,0.104582
1296.100000,0.105096
1306.070000,0.104086
1316.040000,0.104356
1326.010000,0.104760
1335.980000,0.104629
1345.950000,0.104300
1355.920000,0.104664
1365.890000,0.104482
1375.860000,0.104311
1385.830000,0.104952
1395.800000,0.104264
1405.770000,0.104578
1415.740000,0.104650
1425.710000,0.103860
1435.680000,0.104883
1445.650000,0.104439
1455.620000,0.103863
1465.590000,0.104287
1475.560000,0.104616
1485.530000,0.103979
1495.500000,0.103920
1505.470000,0.104391
1515.440000,0.103987
1525.410000,0.103982
1535.380000,0.104227
1545.350000,0.103772
1555.320000,0.104107
1565.290000,0.104087
1575.260000,0.103791
1585.230000,0.104160
1595.200000,0.103772
1605.170000,0.103409
1615.140000,0.104233
1625.110000,0.104071
1635.080000,0.103316
1645.050000,0.103825
1655.020000,0.104061
1664.990000,0.103366
1674.960000,0.103748
1684.930000,0.103811
1694.900000,0.103681
1704.870000,0.103905
1714.840000,0.103593
1724.810000,0.103620
1734.780000,0.103702
1744.750000,0.103535
1754.720000,0.103636
1764.690000,0.103983
1774.660000,0.103487
1784.630000,0.103032
1794.600000,0.103917
1804.570000,0.103726
1814.540000,0.103041
